  n  E[WN]   sigma_WN     W50     W90      W95     W99 
2938   7.08    0.46       7.03    7.69     7.91    8.35
2939   7.08    0.46       7.03    7.69     7.91    8.35
2940   7.08    0.46       7.03    7.69     7.91    8.35
2941   7.08    0.46       7.03    7.69     7.91    8.35
2942   7.08    0.46       7.03    7.69     7.91    8.35
2943   7.08    0.46       7.03    7.69     7.91    8.35
2944   7.08    0.46       7.03    7.69     7.91    8.35
2945   7.08    0.46       7.03    7.69     7.91    8.35
2946   7.08    0.46       7.04    7.69     7.91    8.35
2947   7.08    0.46       7.04    7.69     7.91    8.35
2948   7.08    0.46       7.04    7.69     7.91    8.35
2949   7.08    0.46       7.04    7.69     7.91    8.36
2950   7.08    0.46       7.04    7.69     7.91    8.36
2951   7.08    0.46       7.04    7.69     7.91    8.36
2952   7.08    0.46       7.04    7.69     7.91    8.36
2953   7.08    0.46       7.04    7.69     7.91    8.36
2954   7.08    0.46       7.04    7.69     7.91    8.36
2955   7.08    0.46       7.04    7.69     7.91    8.36
2956   7.08    0.46       7.04    7.69     7.91    8.36
2957   7.08    0.46       7.04    7.69     7.91    8.36
2958   7.08    0.46       7.04    7.69     7.91    8.36
2959   7.08    0.46       7.04    7.69     7.91    8.36
2960   7.08    0.46       7.04    7.69     7.91    8.36
2961   7.08    0.46       7.04    7.69     7.91    8.36
2962   7.08    0.46       7.04    7.69     7.91    8.36
2963   7.08    0.46       7.04    7.69     7.91    8.36
2964   7.08    0.46       7.04    7.69     7.91    8.36
2965   7.08    0.46       7.04    7.69     7.91    8.36
2966   7.08    0.46       7.04    7.69     7.91    8.36
2967   7.08    0.46       7.04    7.69     7.91    8.36
2968   7.08    0.46       7.04    7.69     7.91    8.36
2969   7.08    0.46       7.04    7.69     7.91    8.36
2970   7.08    0.46       7.04    7.69     7.91    8.36
2971   7.08    0.46       7.04    7.69     7.91    8.36
2972   7.08    0.46       7.04    7.69     7.91    8.36
2973   7.08    0.46       7.04    7.69     7.91    8.36
2974   7.08    0.46       7.04    7.69     7.91    8.36
2975   7.08    0.46       7.04    7.69     7.91    8.36
2976   7.08    0.46       7.04    7.69     7.91    8.36
2977   7.08    0.46       7.04    7.69     7.91    8.36
2978   7.08    0.46       7.04    7.69     7.91    8.36
2979   7.08    0.46       7.04    7.69     7.91    8.36
2980   7.09    0.46       7.04    7.70     7.91    8.36
2981   7.09    0.46       7.04    7.70     7.91    8.36
2982   7.09    0.46       7.04    7.70     7.91    8.36
2983   7.09    0.46       7.04    7.70     7.91    8.36
2984   7.09    0.46       7.04    7.70     7.91    8.36
2985   7.09    0.46       7.04    7.70     7.91    8.36
2986   7.09    0.46       7.04    7.70     7.91    8.36
2987   7.09    0.46       7.04    7.70     7.91    8.36
2988   7.09    0.46       7.04    7.70     7.91    8.36
2989   7.09    0.46       7.04    7.70     7.91    8.36
2990   7.09    0.46       7.04    7.70     7.91    8.36
2991   7.09    0.46       7.04    7.70     7.91    8.36
2992   7.09    0.46       7.04    7.70     7.91    8.36
2993   7.09    0.46       7.04    7.70     7.91    8.36
2994   7.09    0.46       7.04    7.70     7.91    8.36
2995   7.09    0.46       7.04    7.70     7.92    8.36
2996   7.09    0.46       7.04    7.70     7.92    8.36
2997   7.09    0.46       7.04    7.70     7.92    8.36
2998   7.09    0.46       7.04    7.70     7.92    8.36
2999   7.09    0.46       7.04    7.70     7.92    8.36
3000   7.09    0.46       7.04    7.70     7.92    8.36
3001   7.09    0.46       7.04    7.70     7.92    8.36
3002   7.09    0.46       7.05    7.70     7.92    8.36
3003   7.09    0.46       7.05    7.70     7.92    8.36
3004   7.09    0.46       7.05    7.70     7.92    8.36
3005   7.09    0.46       7.05    7.70     7.92    8.36
3006   7.09    0.46       7.05    7.70     7.92    8.36
3007   7.09    0.46       7.05    7.70     7.92    8.36
3008   7.09    0.46       7.05    7.70     7.92    8.36
3009   7.09    0.46       7.05    7.70     7.92    8.36
3010   7.09    0.46       7.05    7.70     7.92    8.36
3011   7.09    0.46       7.05    7.70     7.92    8.37
3012   7.09    0.46       7.05    7.70     7.92    8.37
3013   7.09    0.46       7.05    7.70     7.92    8.37
3014   7.09    0.46       7.05    7.70     7.92    8.37
3015   7.09    0.46       7.05    7.70     7.92    8.37
3016   7.09    0.46       7.05    7.70     7.92    8.37
3017   7.09    0.46       7.05    7.70     7.92    8.37
3018   7.09    0.46       7.05    7.70     7.92    8.37
3019   7.09    0.46       7.05    7.70     7.92    8.37
3020   7.09    0.46       7.05    7.70     7.92    8.37
3021   7.09    0.46       7.05    7.70     7.92    8.37
3022   7.09    0.46       7.05    7.70     7.92    8.37
3023   7.09    0.46       7.05    7.70     7.92    8.37
3024   7.09    0.46       7.05    7.70     7.92    8.37
3025   7.09    0.46       7.05    7.70     7.92    8.37
3026   7.09    0.46       7.05    7.70     7.92    8.37
3027   7.09    0.46       7.05    7.70     7.92    8.37
3028   7.09    0.46       7.05    7.70     7.92    8.37
3029   7.09    0.46       7.05    7.70     7.92    8.37
3030   7.09    0.46       7.05    7.70     7.92    8.37
3031   7.09    0.46       7.05    7.70     7.92    8.37
3032   7.09    0.46       7.05    7.70     7.92    8.37
3033   7.09    0.46       7.05    7.70     7.92    8.37
3034   7.09    0.46       7.05    7.70     7.92    8.37
3035   7.09    0.46       7.05    7.70     7.92    8.37
3036   7.10    0.46       7.05    7.70     7.92    8.37
3037   7.10    0.46       7.05    7.70     7.92    8.37
3038   7.10    0.46       7.05    7.70     7.92    8.37
3039   7.10    0.46       7.05    7.70     7.92    8.37
3040   7.10    0.46       7.05    7.70     7.92    8.37
3041   7.10    0.46       7.05    7.71     7.92    8.37
3042   7.10    0.46       7.05    7.71     7.92    8.37
3043   7.10    0.46       7.05    7.71     7.92    8.37
3044   7.10    0.46       7.05    7.71     7.92    8.37
3045   7.10    0.46       7.05    7.71     7.92    8.37
3046   7.10    0.46       7.05    7.71     7.92    8.37
3047   7.10    0.46       7.05    7.71     7.92    8.37
3048   7.10    0.46       7.05    7.71     7.92    8.37
3049   7.10    0.46       7.05    7.71     7.92    8.37
3050   7.10    0.46       7.05    7.71     7.92    8.37
3051   7.10    0.46       7.05    7.71     7.92    8.37
3052   7.10    0.46       7.05    7.71     7.92    8.37
3053   7.10    0.46       7.05    7.71     7.92    8.37
3054   7.10    0.46       7.05    7.71     7.92    8.37
3055   7.10    0.46       7.05    7.71     7.92    8.37
3056   7.10    0.46       7.05    7.71     7.92    8.37
3057   7.10    0.46       7.05    7.71     7.93    8.37
3058   7.10    0.46       7.05    7.71     7.93    8.37
3059   7.10    0.46       7.06    7.71     7.93    8.37
3060   7.10    0.46       7.06    7.71     7.93    8.37
3061   7.10    0.46       7.06    7.71     7.93    8.37
3062   7.10    0.46       7.06    7.71     7.93    8.37
3063   7.10    0.46       7.06    7.71     7.93    8.37
3064   7.10    0.46       7.06    7.71     7.93    8.37
3065   7.10    0.46       7.06    7.71     7.93    8.37
3066   7.10    0.46       7.06    7.71     7.93    8.37
3067   7.10    0.46       7.06    7.71     7.93    8.37
3068   7.10    0.46       7.06    7.71     7.93    8.37
3069   7.10    0.46       7.06    7.71     7.93    8.37
3070   7.10    0.46       7.06    7.71     7.93    8.37
3071   7.10    0.46       7.06    7.71     7.93    8.37
3072   7.10    0.46       7.06    7.71     7.93    8.37
3073   7.10    0.46       7.06    7.71     7.93    8.37
3074   7.10    0.46       7.06    7.71     7.93    8.37
3075   7.10    0.46       7.06    7.71     7.93    8.37
3076   7.10    0.46       7.06    7.71     7.93    8.38
3077   7.10    0.46       7.06    7.71     7.93    8.38
3078   7.10    0.46       7.06    7.71     7.93    8.38
3079   7.10    0.46       7.06    7.71     7.93    8.38
3080   7.10    0.46       7.06    7.71     7.93    8.38
3081   7.10    0.46       7.06    7.71     7.93    8.38
3082   7.10    0.46       7.06    7.71     7.93    8.38
3083   7.10    0.46       7.06    7.71     7.93    8.38
3084   7.10    0.46       7.06    7.71     7.93    8.38
3085   7.10    0.46       7.06    7.71     7.93    8.38
3086   7.10    0.46       7.06    7.71     7.93    8.38
3087   7.10    0.46       7.06    7.71     7.93    8.38
3088   7.10    0.46       7.06    7.71     7.93    8.38
3089   7.10    0.46       7.06    7.71     7.93    8.38
3090   7.10    0.46       7.06    7.71     7.93    8.38
3091   7.10    0.46       7.06    7.71     7.93    8.38
3092   7.10    0.46       7.06    7.71     7.93    8.38
3093   7.10    0.46       7.06    7.71     7.93    8.38
3094   7.11    0.46       7.06    7.71     7.93    8.38
3095   7.11    0.46       7.06    7.71     7.93    8.38
3096   7.11    0.46       7.06    7.71     7.93    8.38
3097   7.11    0.46       7.06    7.71     7.93    8.38
3098   7.11    0.46       7.06    7.71     7.93    8.38
3099   7.11    0.46       7.06    7.71     7.93    8.38
3100   7.11    0.46       7.06    7.71     7.93    8.38
3101   7.11    0.46       7.06    7.72     7.93    8.38
3102   7.11    0.46       7.06    7.72     7.93    8.38
3103   7.11    0.46       7.06    7.72     7.93    8.38
3104   7.11    0.46       7.06    7.72     7.93    8.38
3105   7.11    0.46       7.06    7.72     7.93    8.38
3106   7.11    0.46       7.06    7.72     7.93    8.38
3107   7.11    0.46       7.06    7.72     7.93    8.38
3108   7.11    0.46       7.06    7.72     7.93    8.38
3109   7.11    0.46       7.06    7.72     7.93    8.38
3110   7.11    0.46       7.06    7.72     7.93    8.38
3111   7.11    0.46       7.06    7.72     7.93    8.38
3112   7.11    0.46       7.06    7.72     7.93    8.38
3113   7.11    0.46       7.06    7.72     7.93    8.38
3114   7.11    0.46       7.06    7.72     7.93    8.38
3115   7.11    0.46       7.06    7.72     7.93    8.38
3116   7.11    0.46       7.06    7.72     7.93    8.38
3117   7.11    0.46       7.07    7.72     7.93    8.38
3118   7.11    0.46       7.07    7.72     7.93    8.38
3119   7.11    0.46       7.07    7.72     7.93    8.38
3120   7.11    0.46       7.07    7.72     7.93    8.38
3121   7.11    0.46       7.07    7.72     7.93    8.38
3122   7.11    0.46       7.07    7.72     7.94    8.38
3123   7.11    0.46       7.07    7.72     7.94    8.38
3124   7.11    0.46       7.07    7.72     7.94    8.38
3125   7.11    0.46       7.07    7.72     7.94    8.38
3126   7.11    0.46       7.07    7.72     7.94    8.38
3127   7.11    0.46       7.07    7.72     7.94    8.38
3128   7.11    0.46       7.07    7.72     7.94    8.38
3129   7.11    0.46       7.07    7.72     7.94    8.38
3130   7.11    0.46       7.07    7.72     7.94    8.38
3131   7.11    0.46       7.07    7.72     7.94    8.38
3132   7.11    0.46       7.07    7.72     7.94    8.38
3133   7.11    0.46       7.07    7.72     7.94    8.38
3134   7.11    0.46       7.07    7.72     7.94    8.38
3135   7.11    0.46       7.07    7.72     7.94    8.38
3136   7.11    0.46       7.07    7.72     7.94    8.38
3137   7.11    0.46       7.07    7.72     7.94    8.38
3138   7.11    0.46       7.07    7.72     7.94    8.38
3139   7.11    0.46       7.07    7.72     7.94    8.38
3140   7.11    0.46       7.07    7.72     7.94    8.38
3141   7.11    0.46       7.07    7.72     7.94    8.38
3142   7.11    0.46       7.07    7.72     7.94    8.38
3143   7.11    0.46       7.07    7.72     7.94    8.38
3144   7.11    0.46       7.07    7.72     7.94    8.38
3145   7.11    0.46       7.07    7.72     7.94    8.39
3146   7.11    0.46       7.07    7.72     7.94    8.39
3147   7.11    0.46       7.07    7.72     7.94    8.39
3148   7.11    0.46       7.07    7.72     7.94    8.39
3149   7.11    0.46       7.07    7.72     7.94    8.39
3150   7.11    0.46       7.07    7.72     7.94    8.39
3151   7.11    0.46       7.07    7.72     7.94    8.39
3152   7.11    0.46       7.07    7.72     7.94    8.39
3153   7.12    0.46       7.07    7.72     7.94    8.39
3154   7.12    0.46       7.07    7.72     7.94    8.39
3155   7.12    0.46       7.07    7.72     7.94    8.39
3156   7.12    0.46       7.07    7.72     7.94    8.39
3157   7.12    0.46       7.07    7.72     7.94    8.39
3158   7.12    0.46       7.07    7.72     7.94    8.39
3159   7.12    0.46       7.07    7.72     7.94    8.39
3160   7.12    0.46       7.07    7.72     7.94    8.39
3161   7.12    0.46       7.07    7.72     7.94    8.39
3162   7.12    0.46       7.07    7.72     7.94    8.39
3163   7.12    0.46       7.07    7.72     7.94    8.39
3164   7.12    0.46       7.07    7.73     7.94    8.39
3165   7.12    0.46       7.07    7.73     7.94    8.39
3166   7.12    0.46       7.07    7.73     7.94    8.39
3167   7.12    0.46       7.07    7.73     7.94    8.39
3168   7.12    0.46       7.07    7.73     7.94    8.39
3169   7.12    0.46       7.07    7.73     7.94    8.39
3170   7.12    0.46       7.07    7.73     7.94    8.39
3171   7.12    0.46       7.07    7.73     7.94    8.39
3172   7.12    0.46       7.07    7.73     7.94    8.39
3173   7.12    0.46       7.07    7.73     7.94    8.39
3174   7.12    0.46       7.07    7.73     7.94    8.39
3175   7.12    0.46       7.07    7.73     7.94    8.39
3176   7.12    0.46       7.08    7.73     7.94    8.39
3177   7.12    0.46       7.08    7.73     7.94    8.39
3178   7.12    0.46       7.08    7.73     7.94    8.39
3179   7.12    0.46       7.08    7.73     7.94    8.39
3180   7.12    0.46       7.08    7.73     7.94    8.39
3181   7.12    0.46       7.08    7.73     7.94    8.39
3182   7.12    0.46       7.08    7.73     7.94    8.39
3183   7.12    0.46       7.08    7.73     7.94    8.39
3184   7.12    0.46       7.08    7.73     7.94    8.39
3185   7.12    0.46       7.08    7.73     7.94    8.39
3186   7.12    0.46       7.08    7.73     7.94    8.39
3187   7.12    0.46       7.08    7.73     7.94    8.39
3188   7.12    0.46       7.08    7.73     7.94    8.39
3189   7.12    0.46       7.08    7.73     7.94    8.39
3190   7.12    0.46       7.08    7.73     7.94    8.39
3191   7.12    0.46       7.08    7.73     7.95    8.39
3192   7.12    0.46       7.08    7.73     7.95    8.39
3193   7.12    0.46       7.08    7.73     7.95    8.39
3194   7.12    0.46       7.08    7.73     7.95    8.39
3195   7.12    0.46       7.08    7.73     7.95    8.39
3196   7.12    0.46       7.08    7.73     7.95    8.39
